Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary,Sentiment_Score
The Orphanage,7.4,105,2007,drama,J.A. Bayona,167000,74,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.",0.028787878787878782
There Will Be Blood,8.2,158,2007,drama,Paul Thomas Anderson,664000,93,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",0.1
Trade,7.3,120,2007,drama,Marco Kreuzpaintner,18000,42,"Adriana, 13, is kidnapped in Mexico City by Russian sex traffickers. Her criminal 17 y.o. brother starts looking for her. Across the border in Texas, he gets help from a cop.",-0.2
Zodiac,7.7,157,2007,drama,David Fincher,629000,79,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",-0.2263888888888889
24: Redemption,7.4,84,2008,drama,Jon Cassar,29000,64,"Jack Bauer confronts African general/aspiring dictator Benjamin Juma, whose forces have been ordered to capture the children Bauer oversees for malicious military training.",-0.05
"Angus, Thongs and Perfect Snogging",6.3,100,2008,drama,Gurinder Chadha,31000,64,"The story centers on a 14-year-old girl who keeps a diary about the ups and downs of being a teenager, including the things she learns about kissing.",0.0
Blindness,6.5,121,2008,drama,Fernando Meirelles,76000,45,A city is ravaged by an epidemic of instant white blindness.,0.0
Changeling,7.7,141,2008,drama,Clint Eastwood,270000,63,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope.",-0.06666666666666667
City of Ember,6.4,90,2008,drama,Gil Kenan,71000,58,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker.",0.42500000000000004
CJ7,6.4,88,2008,drama,Stephen Chow,18000,46,A poor Chinese laborer learns important lessons after his son gets a strange new toy.,0.01727272727272727
"Definitely, Maybe",7.1,112,2008,drama,Adam Brooks,178000,59,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,-0.11666666666666665
Doubt,7.5,104,2008,drama,John Patrick Shanley,140000,68,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,-0.13333333333333333
Elegy,6.7,112,2008,drama,Isabel Coixet,23000,66,"Cultural critic David Kepesh finds his life, which he indicates is a state of ""emancipated manhood,"" thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",-0.05000000000000001
Frost/Nixon,7.6,122,2008,drama,Ron Howard,114000,80,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,-0.14444444444444443
Ghost Town,6.7,102,2008,drama,David Koepp,79000,72,"Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",-0.16666666666666666
Gran Torino,8.1,116,2008,drama,Clint Eastwood,834000,73,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",-0.05
Hancock,6.4,92,2008,drama,Peter Berg,525000,49,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,0.0
Horton Hears a Who!,6.8,86,2008,drama,Jimmy Hayward,154000,71,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,0.0
Jaane Tu... Ya Jaane Na,7.4,155,2008,drama,Abbas Tyrewala,29000,64,Two best friends being convinced that they are not in love search for each other's love.,0.46875
Let the Right One In,7.8,114,2008,drama,Tomas Alfredson,232000,82,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",0.675
Mussanje Maathu,7.5,0,2008,drama,Mussanje Mahesh,338,64,"A radio jockey who hosts the show ""Mussanje Maathu"" who listens to others problems and gives others hope finds himself in a spot when he has trouble in his life and no one to give him hope.",-0.2
Nick and Norah's Infinite Playlist,6.6,90,2008,drama,Peter Sollett,96000,64,"Two newly acquainted music-lovers spend the night scouting the streets of New York City in search of their favourite band's surprise secret show. All the while, they're both being chased after by their tempting but devious exes.",0.07878787878787878
Rab Ne Bana Di Jodi,7.2,167,2008,drama,Aditya Chopra,56000,64,"A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani.",0.32142857142857145
Restraint,6.0,92,2008,drama,David Denneen,6600,64,A young couple on the run hole up in a country estate with a hostage in tow.,0.1
Seven Pounds,7.6,123,2008,drama,Gabriele Muccino,320000,36,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,-0.033333333333333354
Slumdog Millionaire,8.0,120,2008,drama,Danny Boyle,892000,84,"A teenager from the slums of Mumbai becomes a contestant on the show 'Kaun Banega Crorepati?' When interrogated under suspicion of cheating, he revisits his past, revealing how he had all the answers.",-0.25
The Boy in the Striped Pajamas,7.7,94,2008,drama,Mark Herman,259000,55,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",-0.004166666666666666
The Curious Case of Benjamin Button,7.8,166,2008,drama,David Fincher,717000,70,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby.",0.25
The Dark Knight,9.0,152,2008,drama,Christopher Nolan,3000000,84,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",0.0
The Hurt Locker,7.5,131,2008,drama,Kathryn Bigelow,483000,95,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",-0.0625
The Secret Life of Bees,7.2,114,2008,drama,Gina Prince-Bythewood,29000,57,"1964. Lily, a lonely teenager, flees from her home and reaches a small town in South Carolina. Once there, she finds herself in the company of the Boatwright sisters who introduce her to a new world.",-0.07121212121212121
The Sisterhood of the Traveling Pants 2,6.2,119,2008,drama,Sanaa Hamri,31000,63,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,0.5
Traitor,6.9,114,2008,drama,Jeffrey Nachmanoff,60000,61,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.",-0.007142857142857136
Twilight,5.3,122,2008,drama,Catherine Hardwicke,503000,56,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",0.08333333333333333
Valkyrie,7.1,121,2008,drama,Bryan Singer,265000,56,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",-0.19999999999999998
Vantage Point,6.6,90,2008,drama,Pete Travis,156000,40,The attempted assassination of the American President is told and re-told from several different perspectives.,0.0
3 Idiots,8.4,170,2009,drama,Rajkumar Hirani,453000,67,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",-0.2833333333333334
9,7.0,79,2009,drama,Shane Acker,152000,60,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,0.0
500 Days of Summer,7.7,95,2009,drama,Marc Webb,584000,76,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",0.07500000000000001
Adventureland,6.8,107,2009,drama,Greg Mottola,172000,76,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",0.3
An Education,7.2,100,2009,drama,Lone Scherfig,139000,85,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",0.03333333333333333
A Serious Man,7.0,106,2009,drama,Ethan Coen,154000,88,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Despite seeking meaning and answers amidst his turmoils, he seems to keep sinking.",0.0
Coraline,7.8,100,2009,drama,Henry Selick,281000,80,"Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.",0.021212121212121196
Defendor,6.7,101,2009,drama,Peter Stebbings,38000,57,"Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry.",0.0
Inglourious Basterds,8.4,153,2009,drama,Quentin Tarantino,1700000,69,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",0.0
Julie & Julia,7.0,123,2009,drama,Nora Ephron,132000,66,"Julie Powell, a young blogger, is determined to emulate Julia Child's cooking techniques. Though separated by time, the two women share a common passion for food that intertwines their lives.",-0.09999999999999999
Love Aaj Kal,6.8,128,2009,drama,Imtiaz Ali,18000,64,An old-fashioned romantic tells his personal love story to a modern man who has just broken up with his girlfriend. Has love really ever changed?,0.14285714285714285
Maleyali Jotheyali,7.1,138,2009,drama,Preetham Gubbi,134,64,Preetham escapes from his wealthy father who's hounding him to get married after an astrologer tells that it will be good for the family and meets two interesting girls on his way.,0.4875
My Sister's Keeper,7.3,109,2009,drama,Nick Cassavetes,100000,51,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,0.05
Pasanga,7.7,178,2009,drama,Pandiraj,1200,64,"Anbukkarusu, a bright student, takes admission in a new school. Jeevanandam, who is popular in his class, feels jealous when Anbukkarusu begins to get all the attention.",0.4787878787878788
Public Enemies,6.9,140,2009,drama,Michael Mann,327000,70,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.",0.03148148148148147
State of Play,7.1,127,2009,drama,Kevin Macdonald,163000,64,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",-0.05
The Blind Side,7.6,129,2009,drama,John Lee Hancock,372000,53,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",0.0
The International,6.5,118,2009,drama,Tom Tykwer,102000,52,An Interpol agent attempts to expose a high-profile financial institution's role in an international arms dealing ring.,0.0
The Proposal,6.8,108,2009,drama,Anne Fletcher,377000,48,"When New York editor Margaret faces deportation, she convinces her assistant Andrew to marry her in return for a promotion. However, when she visits his hometown, it changes her in many ways.",0.3181818181818182
The Uninvited,6.3,87,2009,drama,Charles Guard,87000,43,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her father's new girlfriend and ghastly visions of her dead mother.",-0.05454545454545456
