Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary
37. Session 9,6.4,1h 37m,2001,mystery,Brad Anderson, (65K),58,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.
41. The Others,7.6,1h 44m,2001,mystery,Alejandro Amenábar, (407K),74,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
45. Vanilla Sky,6.9,2h 16m,2001,mystery,Cameron Crowe, (293K),45,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
51. Harry Potter and the Chamber of Secrets,7.4,2h 41m,2002,mystery,Chris Columbus, (723K),63,"Harry Potter lives his second year at Hogwarts with Ron and Hermione when a message on the wall announces that the legendary Chamber of Secrets has been opened. The trio soon realize that, to save the school, it will take a lot of courage."
53. Insomnia,7.2,1h 58m,2002,mystery,Christopher Nolan, (328K),78,"Will Dormer, a police detective, is sent to investigate a teenage girl's murder to a small fishing town where he accidentally shoots his co-detective and is afflicted by insomnia brought by the guilt."
56. Minority Report,7.6,2h 25m,2002,mystery,Steven Spielberg, (599K),80,"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder."
62. Signs,6.8,1h 46m,2002,mystery,M. Night Shyamalan, (399K),59,"A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come."
64. The Bourne Identity,7.8,1h 59m,2002,mystery,Doug Liman, (591K),68,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
66. The Ring,7.1,1h 55m,2002,mystery,Gore Verbinski, (387K),57,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
69. 11:14,7.1,1h 26m,2003,mystery,Greg Marcks, (51K),65,"The events leading up to an 11:14 p.m. car crash, from five very different perspectives."
71. A Tale of Two Sisters,7.1,1h 54m,2003,mystery,Kim Jee-woon, (71K),65,"After being institutionalized in a mental hospital, Su-mi reunites with her sister, Su-yeon, and they return to live at their country home. But strange events plague the house, leading to surprising revelations and a shocking conclusion."
79. Holes,7.0,1h 57m,2003,mystery,Andrew Davis, (104K),71,A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
80. Identity,7.3,1h 30m,2003,mystery,James Mangold, (277K),64,"Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one."
87. Oldboy,8.3,2h,2003,mystery,Park Chan-wook, (670K),78,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days."
115. Harry Potter and the Prisoner of Azkaban,7.9,2h 22m,2004,mystery,Alfonso Cuarón, (723K),82,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
"118. I, Robot",7.1,1h 55m,2004,mystery,Alex Proyas, (593K),59,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity."
123. National Treasure,6.9,2h 11m,2004,mystery,Jon Turteltaub, (365K),40,A historian races to find the legendary Templar Treasure before a team of mercenaries.
124. Saw,7.6,1h 43m,2004,mystery,James Wan, (486K),46,"Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other or face consequences. These two are the latest victims of the Jigsaw Killer."
130. Taking Lives,6.2,1h 43m,2004,mystery,D.J. Caruso, (98K),38,"A murder spree in Montreal, with the killer embracing his victims' identities, leads to an investigation by the FBI agent Illeana Scott. Her bond with an art dealer is crucial to solving the case."
134. The Grudge,5.9,1h 31m,2004,mystery,Takashi Shimizu, (154K),49,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
139. The Village,6.6,1h 48m,2004,mystery,M. Night Shyamalan, (287K),44,A series of events tests the beliefs of a small isolated countryside village.
148. Constantine,7.0,2h 1m,2005,mystery,Francis Lawrence, (389K),50,"Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world."
150. Flightplan,6.3,1h 38m,2005,mystery,Robert Schwentke, (175K),53,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane."
151. Gone Baby Gone,7.6,1h 54m,2007,mystery,Ben Affleck, (300K),72,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
152. Harry Potter and the Goblet of Fire,7.7,2h 37m,2005,mystery,Mike Newell, (711K),81,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
162. Revolver,6.3,1h 51m,2005,mystery,Guy Ritchie, (106K),25,Gambler Jake Green enters into a game with potentially deadly consequences.
171. The Jacket,7.1,1h 43m,2005,mystery,John Maybury, (122K),44,"A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them."
172. The Ring Two,5.4,1h 50m,2005,mystery,Hideo Nakata, (103K),44,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."
186. Inside Man,7.6,2h 9m,2006,mystery,Spike Lee, (410K),76,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
192. Monster House,6.7,1h 31m,2006,mystery,Gil Kenan, (146K),68,"Three teens discover that their neighbor's house is really a living, breathing, scary monster."
201. The Da Vinci Code,6.6,2h 29m,2006,mystery,Ron Howard, (470K),46,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity."
204. The Girl Who Leapt Through Time,7.7,1h 38m,2006,mystery,Mamoru Hosoda, (73K),66,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
207. The Illusionist,7.5,1h 50m,2006,mystery,Neil Burger, (396K),68,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
208. The Prestige,8.5,2h 10m,2006,mystery,Christopher Nolan, (1.5M),66,Rival 19th-century magicians engage in a bitter battle for trade secrets.
210. Vettaiyaadu Vilaiyaadu,7.9,2h 54m,2006,mystery,Gautham Vasudev Menon, (8.5K),N/A,"A Police Officer investigates a series of brutal rapes and murders, with the culprits seeming to cover more than one country."
213. 1408,6.8,1h 44m,2007,mystery,Mikael Håfström, (303K),64,"Author Michael Enslin, who specializes in debunking paranormal occurrences, checks into the fabled room 1408 in the Dolphin Hotel in New York City, settles in, and soon confronts genuine terror."
214. Awake,6.5,1h 24m,2007,mystery,Joby Harold, (83K),33,A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.
221. Disturbia,6.8,1h 45m,2007,mystery,D.J. Caruso, (264K),62,"When a teenager is placed under house arrest, he succumbs to despair and starts spying on his neighbors, hoping to spice up his life. This, however, leads him to witness a serial killer on the loose."
226. Harry Potter and the Order of the Phoenix,7.5,2h 18m,2007,mystery,David Yates, (660K),71,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
227. Hot Fuzz,7.8,2h 1m,2007,mystery,Edgar Wright, (549K),81,"An overachieving London police sergeant is transferred to a village where the easygoing officers object to his fervor for regulations, all while a string of grisly murders strikes the town."
233. Knowing,6.2,2h 1m,2009,mystery,Alex Proyas, (254K),41,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
236. Michael Clayton,7.2,1h 59m,2007,mystery,Tony Gilroy, (178K),82,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit."
238. Mr. Brooks,7.3,2h,2007,mystery,Bruce A. Evans, (160K),45,A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.
239. Nancy Drew,5.9,1h 39m,2007,mystery,Andrew Fleming, (22K),53,"Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star."
256. The Bourne Ultimatum,8.0,1h 55m,2007,mystery,Paul Greengrass, (669K),85,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
263. The Orphanage,7.4,1h 45m,2007,mystery,J.A. Bayona, (167K),74,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend."
270. Zodiac,7.7,2h 37m,2007,mystery,David Fincher, (629K),79,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
273. Blindness,6.5,2h 1m,2008,mystery,Fernando Meirelles, (76K),45,A city is ravaged by an epidemic of instant white blindness.
274. Changeling,7.7,2h 21m,2008,mystery,Clint Eastwood, (270K),63,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope."
279. Doubt,7.5,1h 44m,2008,mystery,John Patrick Shanley, (140K),68,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
280. Eagle Eye,6.6,1h 58m,2008,mystery,D.J. Caruso, (198K),43,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move."
297. Mirrors,6.1,1h 50m,2008,mystery,Alexandre Aja, (116K),35,"Ben guards a partly-destroyed property by night but begins to see strange images in its impeccable mirrors. After his sister is killed, he is convinced that evil forces are out to get him."
301. Quantum of Solace,6.5,1h 46m,2008,mystery,Marc Forster, (481K),58,James Bond tries to stop an organisation from eliminating a country's most valuable resource.
307. Seven Pounds,7.6,2h 3m,2008,mystery,Gabriele Muccino, (320K),36,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
312. The Alphabet Killer,5.2,1h 38m,2008,mystery,Rob Schmidt, (9.1K),N/A,"Based on the true story of the double initial killings in Rochester, NY."
315. The Children,5.9,1h 24m,2008,mystery,Tom Shankland, (19K),N/A,A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents.
326. Untraceable,6.2,1h 41m,2008,mystery,Gregory Hoblit, (54K),32,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal."
346. Harry Potter and the Half-Blood Prince,7.6,2h 33m,2009,mystery,David Yates, (622K),78,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
354. Orphan,7.0,2h 3m,2009,mystery,Jaume Collet-Serra, (264K),42,A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.
357. Sherlock Holmes,7.6,2h 8m,2009,mystery,Guy Ritchie, (687K),57,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
360. State of Play,7.1,2h 7m,2009,mystery,Kevin Macdonald, (163K),64,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend."
362. The Fourth Kind,5.9,1h 38m,2009,mystery,Olatunde Osunsanmi, (84K),34,"A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up."
364. The International,6.5,1h 58m,2009,mystery,Tom Tykwer, (102K),52,An Interpol agent attempts to expose a high-profile financial institution's role in an international arms dealing ring.
369. The Uninvited,6.3,1h 27m,2009,mystery,Charles Guard, (87K),43,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her father's new girlfriend and ghastly visions of her dead mother."
373. Watchmen,7.6,2h 42m,2009,mystery,Zack Snyder, (595K),56,"In a version of 1985 where superheroes exist, the murder of a colleague sends active vigilante Rorschach on the trail of a conspiracy that will change the course of history."
375. Alice in Wonderland,6.4,1h 48m,2010,mystery,Tim Burton, (452K),53,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror."
379. Devil,6.3,1h 20m,2010,mystery,John Erick Dowdle, (162K),44,A group of people are trapped in an elevator and the Devil is mysteriously amongst them.
383. Harry Potter and the Deathly Hallows: Part 1,7.7,2h 26m,2010,mystery,David Yates, (625K),65,"Harry Potter is tasked with the dangerous and seemingly impossible task of locating and destroying Voldemort's remaining Horcruxes. Harry must rely on Ron and Hermione more than ever, but dark forces threaten to tear them apart."
386. Insidious,6.8,1h 43m,2010,mystery,James Wan, (351K),52,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.
389. Legend of the Guardians: The Owls of Ga'Hoole,6.9,1h 37m,2010,mystery,Zack Snyder, (89K),53,The young owl Soren is kidnapped by the evil owls of St. Aegolious who want to turn him into a soldier. He escapes with some of his friends and warns the mythical guardians about the evil plan.
396. 6 Souls,6.0,1h 52m,2010,mystery,Måns Mårlind, (38K),28,A forensic psychiatrist discovers that all but one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.
397. Shutter Island,8.2,2h 18m,2010,mystery,Martin Scorsese, (1.5M),63,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.
401. The Ghost Writer,7.2,2h 8m,2010,mystery,Roman Polanski, (173K),77,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy."
407. Another Earth,6.9,1h 32m,2011,mystery,Mike Cahill, (102K),66,Tragedy connects a young woman and a shattered music professor as an exact replica of Earth is discovered.
413. Detention,5.6,1h 33m,2011,mystery,Joseph Kahn, (17K),45,"As a copycat killer named after movie villain Cinderhella stalks the student body at Grizzly Lake High School, a group of co-eds band together to survive while serving detention."
418. Hugo,7.5,2h 6m,2011,mystery,Martin Scorsese, (342K),83,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
419. Harry Potter and the Deathly Hallows: Part 2,8.1,2h 10m,2011,mystery,David Yates, (987K),85,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort."
424. Martha Marcy May Marlene,6.8,1h 42m,2011,mystery,Sean Durkin, (57K),75,"Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult."
431. Source Code,7.5,1h 33m,2011,mystery,Duncan Jones, (564K),74,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.
433. The Adjustment Bureau,7.0,1h 46m,2011,mystery,George Nolfi, (276K),60,The relationship between a politician and a contemporary dancer is affected by mysterious forces keeping them apart.
434. The Adventures of Tintin,7.3,1h 47m,2011,mystery,Steven Spielberg, (248K),68,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.
437. The Girl with the Dragon Tattoo,7.8,2h 38m,2011,mystery,David Fincher, (510K),71,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by hacker Lisbeth Salander.
439. The Innkeepers,5.5,1h 41m,2011,mystery,Ti West, (38K),64,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay."
443. Unknown,6.8,1h 53m,2011,mystery,Jaume Collet-Serra, (273K),56,"When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is."
446. You're Next,6.6,1h 35m,2011,mystery,Adam Wingard, (115K),66,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back."
452. Brave,7.1,1h 33m,2012,mystery,Mark Andrews, (458K),69,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
454. Cloud Atlas,7.4,2h 52m,2012,mystery,Tom Tykwer, (380K),55,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution."
470. Talaash: The Answer Lies Within,7.3,2h 20m,2012,mystery,Reema Kagti, (47K),65,"Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie."
474. The Last Will and Testament of Rosalind Leigh,5.1,1h 22m,2012,mystery,Rodrigo Gudiño, (4.7K),N/A,"A young man returns to his recently deceased mother's charming gothic revival home, only to discover a sinister presence lying within that may be linked to a peculiar cult run by two strange brothers."
477. The Possession,5.9,1h 32m,2012,mystery,Ole Bornedal, (64K),45,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child."
498. Europa Report,6.4,1h 30m,2013,mystery,Sebastián Cordero, (77K),68,An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.
510. Now You See Me,7.2,1h 55m,2013,mystery,Louis Leterrier, (731K),50,"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
524. The Conjuring,7.5,1h 52m,2013,mystery,James Wan, (579K),68,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
530. Upstream Color,6.5,1h 36m,2013,mystery,Shane Carruth, (35K),81,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives."
543. Unfriended,5.6,1h 23m,2014,mystery,Levan Gabriadze, (84K),59,"A group of online chatroom friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
549. Gone Girl,8.1,2h 29m,2014,mystery,David Fincher, (1.1M),79,The husband of a missing woman becomes the chief suspect in her disappearance.
552. Honeymoon,5.7,1h 27m,2014,mystery,Leigh Janiak, (28K),65,A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.
553. Housebound,6.7,1h 47m,2014,mystery,Gerard Johnstone, (39K),76,"A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking."
555. It Follows,6.8,1h 40m,2014,mystery,David Robert Mitchell, (284K),83,A young woman is followed by an unknown supernatural force after a sexual encounter.
564. The Babadook,6.8,1h 34m,2014,mystery,Jennifer Kent, (259K),86,"A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home."
565. The Canal,5.8,1h 32m,2014,mystery,Ivan Kavanagh, (15K),55,A film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.
568. The Guest,6.7,1h 40m,2014,mystery,Adam Wingard, (111K),76,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence."
569. The Maze Runner,6.8,1h 53m,2014,mystery,Wes Ball, (531K),57,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."
574. When Marnie Was There,7.6,1h 43m,2014,mystery,Hiromasa Yonebayashi, (51K),72,"Anna, a shy 12-year-old girl, is sent to spend time with her aunt and uncle who live in the countryside, where she meets Marnie. The two become best friends. But Anna gradually discovers that Marnie is not quite who she appears to be."
575. White Bird in a Blizzard,6.4,1h 31m,2014,mystery,Gregg Araki, (31K),51,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears."
583. Crimson Peak,6.5,1h 59m,2015,mystery,Guillermo del Toro, (163K),66,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
594. RangiTaranga,8.1,2h 29m,2015,mystery,Anup Bhandari, (16K),N/A,"Mysterious events begin to unfold after a reclusive novelist and his wife move back to her ancestral village, followed by a journalist."
604. The Final Girls,6.5,1h 31m,2015,mystery,Todd Strauss-Schulson, (54K),59,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer."
606. The Invitation,6.6,1h 40m,2015,mystery,Karyn Kusama, (123K),74,"When a man accepts an invitation to a dinner party hosted by his ex-wife, the unsettling past reopens old wounds and creates new tensions."
609. The Sea of Trees,6.1,1h 50m,2015,mystery,Gus Van Sant, (19K),23,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.
610. The Visit,6.3,1h 34m,2015,mystery,M. Night Shyamalan, (163K),55,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
612. Uppi 2,7.8,2h 15m,2015,mystery,Upendra, (8.5K),N/A,"A psychological thriller which depicts the fact that ""Today is a gift - that's why it's called Present"" in an unusual way. It is about a man called Neenu, who lives in the present. The film takes the audience through a journey of his life by detailing why Neenu lives in the present, by exploring his past and his future - both as seen by different people in Neenu's life. The film also highlights that happiness can be attained by means other than wealth."
617. Arrival,7.9,1h 56m,2016,mystery,Denis Villeneuve, (808K),81,"Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial visitors."
627. Lights Out,6.3,1h 21m,2016,mystery,David F. Sandberg, (147K),58,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother."
630. Ouija: Origin of Evil,6.2,1h 39m,2016,mystery,Mike Flanagan, (78K),65,"In 1967 Los Angeles, a widowed mother's daughter tries to communicate with her late father through a Ouija board, but unleashes a demon instead."
632. Personal Shopper,6.1,1h 45m,2016,mystery,Olivier Assayas, (45K),77,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.
637. The Conjuring 2,7.3,2h 14m,2016,mystery,James Wan, (315K),65,Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.
648. U Turn,7.4,2h,2016,mystery,Pawan Kumar, (4K),N/A,A journalist who intends to write an article on traffic rule breakers gets dragged into a whirlpool of murder cases and deception.
653. Get Out,7.8,1h 44m,2017,mystery,Jordan Peele, (750K),85,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
656. Risen,6.3,1h 47m,2016,mystery,Kevin Reynolds, (32K),51,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead."
660. Happy Death Day,6.6,1h 36m,2017,mystery,Christopher Landon, (174K),58,"A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity."
666. The Deep End,6.5,1h 41m,2001,mystery,Scott McGehee, (12K),78,A woman spirals out of control while trying to keep her son from being found culpable in a murder investigation.
669. Ghost Ship,5.6,1h 31m,2002,mystery,Steve Beck, (113K),28,"A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board."
682. The Hateful Eight,7.8,2h 48m,2015,mystery,Quentin Tarantino, (686K),68,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
684. Annihilation,6.8,1h 55m,2018,mystery,Alex Garland, (376K),79,"A biologist signs up for a dangerous, secret expedition in which the laws of nature don't apply."
686. Blade Runner 2049,8.0,2h 44m,2017,mystery,Denis Villeneuve, (705K),81,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
688. Insidious: Chapter 2,6.6,1h 46m,2013,mystery,James Wan, (195K),40,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily."
696. A Simple Favor,6.8,1h 57m,2018,mystery,Paul Feig, (174K),67,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate."
710. Hereditary,7.3,2h 7m,2018,mystery,Ari Aster, (412K),87,A grieving family is haunted by tragic and disturbing occurrences.
712. Road Games,5.3,1h 35m,2015,mystery,Abner Pastoll, (3.9K),44,The sun drenched days of summer turn dark and ominous for hitchhiking duo Jack and Véronique when they become inexplicably entangled with a mysterious married couple and a local road kill collector in rural France.
714. Happy Death Day 2U,6.2,1h 40m,2019,mystery,Christopher Landon, (90K),57,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.
717. Kavaludaari,7.9,2h 23m,2019,mystery,Hemanth M. Rao, (3.4K),N/A,"The accidental discovery of human bones during a road-widening project leads a local traffic cop into the mystery of a 40-year-old case. His investigation leads him across trails that will put his wit, resolve and morals to the test."
721. Truth or Dare,5.2,1h 40m,2018,mystery,Jeff Wadlow, (69K),35,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.
722. Incident in a Ghostland,6.4,1h 31m,2018,mystery,Pascal Laugier, (43K),44,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange."
725. Ready or Not,6.8,1h 35m,2019,mystery,Matt Bettinelli-Olpin, (210K),64,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
742. Gentleman,6.8,2h 24m,2020,mystery,Jadesh Kumar, (506),N/A,"The movie ""GENTLEMAN"" revolves around the character Bharath who is suffering from a rare disorder called Beauty of sleeping syndrome. Because of this, he tends to sleep 18 hours a day and will be awake only 5 to 6 hours. e story deals with daily routine, have a life of the protagonist while is not simple as others. Meanwhile, the hero loses his family in a accident and le with his brother's five year old daughter. Although he tries to rebuild the life with the kid, it fails as the kid gets kidnapped and he starts to find her which takes the story to the next level leading to mafia."
743. Knives Out,7.9,2h 10m,2019,mystery,Rian Johnson, (809K),82,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate."
747. Pokémon: Detective Pikachu,6.5,1h 44m,2019,mystery,Rob Letterman, (189K),53,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
748. The House with a Clock in Its Walls,6.1,1h 45m,2018,mystery,Eli Roth, (57K),57,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.
749. The Invisible Man,7.1,2h 4m,2020,mystery,Leigh Whannell, (269K),72,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
769. The Lodge,6.0,1h 48m,2019,mystery,Severin Fiala, (61K),64,"A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place."
773. Angel of Mine,6.4,1h 38m,2019,mystery,Kim Farrant, (13K),47,A woman grieving over the death of her daughter loses grip of reality when she begins to think her girl may still be alive.
780. Promising Young Woman,7.5,1h 53m,2020,mystery,Emerald Fennell, (222K),72,"Nothing in Cassie's life is what it appears to be - she's wickedly smart, tantalizingly cunning, and she's living a secret double life. Now, an unexpected encounter is about to give Cassie a chance to right the wrongs from the past."
781. Palm Springs,7.4,1h 30m,2020,mystery,Max Barbakow, (196K),83,"Nyles and Sarah find themselves stuck in a time loop and living the same day over and over again. They are drawn to each other, but certain revelations threaten their budding romance."
